gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
3969401326,f0b88eb8-cfc1-4989-861d-30521645ce11,NEON06N2C,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra,L.,US,Northeast (D01),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3969192967,d8cd16ba-bb74-4420-821e-083f2bac17c2,KJ593083,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra,,US,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967701323,95c938a8-f762-11e1-a439-00145eb45e9a,d9d87f2f-0f6b-4a91-8fe7-9bc824d9b6d0,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra,,US,Jingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3966013337,f3f03cbf-1a01-4739-ae15-c1355b8c2dbf,A888E112-58D5-445A-9F6B-9572549F72A8,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra,L.,US,Forbes State Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3949998352,9781ce05-2379-4a10-ab3b-c91346510df8,d1e0501c-ed72-41b0-a6d7-df5e2c53b3d2,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra,L.,US,3 miles SE of center of Richland Center.,Wisconsin,PRESENT,,55807027-6d78-46bd-b2cb-301295ee35aa,43.308333,-90.326944,,,275,,,,2018-08-13T00:00:00,13,8,2018,2880539,2880539,PRESERVED_SPECIMEN,RSA,VascularPlants,RSA0446669,64450,M. Nee,2018-01-01T00:00:00,CC_BY_NC_4_0,,M. H. Nee,,,2022-12-01T21:05:58.449Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
3949988353,9781ce05-2379-4a10-ab3b-c91346510df8,487c377d-f5bf-4f35-8191-204a4cc5f108,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra,L.,US,3 miles SE of center of Richland Center.,Wisconsin,PRESENT,,55807027-6d78-46bd-b2cb-301295ee35aa,43.308333,-90.327778,,,265,,,,2018-08-15T00:00:00,15,8,2018,2880539,2880539,PRESERVED_SPECIMEN,RSA,VascularPlants,RSA0445389,64453,M. Nee,2018-01-01T00:00:00,CC_BY_NC_4_0,,M. H. Nee,,,2022-12-01T21:05:51.984Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
3925876476,93ec984b-d117-4092-814c-1202a8532b7f,c82dca4b-6d7b-418f-9727-50ebbffa6304,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,maxima,VARIETY,Quercus borealis var. maxima (Marshall) Ashe,Quercus borealis var. maxima,(Marsh.) Ashe,US,Nanih Waiya State Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925876462,93ec984b-d117-4092-814c-1202a8532b7f,b2db2ea4-2a11-482a-94a9-ac2e45bfa073,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus borealis F.Michx.,Quercus borealis,Michx. f.,US,Front of Union Bldg; Univ of Mississippi campus.,Mississippi,PRESENT,,3be011d4-fcc3-4352-a5a2-ddd0dc506135,34.367131,-89.533969,,,,,,,1996-06-29T00:00:00,29,6,1996,9231809,2880539,PRESERVED_SPECIMEN,MISS,,MISS0018488,s.n.,,,CC_BY_4_0,,M. B. Huneycutt,,,2022-11-25T08:04:54.986Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION
3925876461,93ec984b-d117-4092-814c-1202a8532b7f,ec52c84b-ea6c-4eca-b53f-cd531e5d7d67,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus borealis F.Michx.,Quercus borealis,Michx. f.,US,Ca 8 mi SW of Batesville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925876459,93ec984b-d117-4092-814c-1202a8532b7f,3236a212-6924-45a0-a5f4-e1b19649c23d,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus borealis F.Michx.,Quercus borealis,Michx. f.,US,11.6 mi E of Tunica on Prichard Road,Mississippi,PRESENT,,3be011d4-fcc3-4352-a5a2-ddd0dc506135,34.699618,-90.178917,10328,,,,,,1967-07-07T00:00:00,7,7,1967,9231809,2880539,PRESERVED_SPECIMEN,MISS,,MISS0018490,67593,,,CC_BY_4_0,,Thomas M. Pullen,,,2022-11-25T08:04:54.985Z,StillImage,AMBIGUOUS_INSTITUTION
3925876454,93ec984b-d117-4092-814c-1202a8532b7f,b271e840-6ea9-429f-8540-4fe78e23f4e8,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,maxima,VARIETY,Quercus borealis var. maxima (Marshall) Ashe,Quercus borealis var. maxima,(Marsh.) Ashe,US,1 mi E of Meehan jct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925876452,93ec984b-d117-4092-814c-1202a8532b7f,f2620cf8-0f5a-41ae-aebd-46e8600e4950,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,maxima,VARIETY,Quercus borealis var. maxima (Marshall) Ashe,Quercus borealis var. maxima,(Marsh.) Ashe,US,Woodall Mountain 4 mi SW of Iuka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925820177,93ec984b-d117-4092-814c-1202a8532b7f,879719d1-3de1-46dc-b928-ffeb54302e9f,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra,L.,US,Robert M. Causey property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925820168,93ec984b-d117-4092-814c-1202a8532b7f,759d664a-48e3-4e9a-b5c9-41872418c477,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra,L.,US,Near swimming pool at Camp Currier,Mississippi,PRESENT,,3be011d4-fcc3-4352-a5a2-ddd0dc506135,34.83472,-90.16722,3036,,,,,,1970-07-04T00:00:00,4,7,1970,2880539,2880539,PRESERVED_SPECIMEN,MISS,,MISS0019357,558,,,CC_BY_4_0,,R. V. Ferrari,,,2022-11-25T08:04:37.685Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION
3925820167,93ec984b-d117-4092-814c-1202a8532b7f,c5f6c720-4ff0-4b00-b7c2-e5197c7521ca,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra,L.,US,6 rd mi from Tennessee St line at rest area on W side of US Hwy 78. T1S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925820166,93ec984b-d117-4092-814c-1202a8532b7f,735032ab-2472-4947-8fa6-1ec63aa46715,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra,L.,US,4.5 mi NE of Montpelier; NW1/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925820165,93ec984b-d117-4092-814c-1202a8532b7f,1a24a124-d70f-4de8-bf63-fa49a3c5c84b,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra,L.,US,Steep slopes of Burstone Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925820164,93ec984b-d117-4092-814c-1202a8532b7f,e7c0b09d-ea0a-42db-a722-a9b55a243e21,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra,L.,US,Ca 4 mi NW of Calhoun City. Ellard's 80. T23N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925820163,93ec984b-d117-4092-814c-1202a8532b7f,498fe624-5bda-411e-98ac-3e59109f7292,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra,L.,US,Ca 4 mi NNE of center of Derma on hillside E of Duncan Creek. T13S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925820161,93ec984b-d117-4092-814c-1202a8532b7f,5ad57a8a-36c7-4d41-914e-b5ca814ff499,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra,L.,US,By walk SW of Union of Univ of Mississippi campus,Mississippi,PRESENT,,3be011d4-fcc3-4352-a5a2-ddd0dc506135,34.367131,-89.533969,,,,,,,,,,,2880539,2880539,PRESERVED_SPECIMEN,MISS,,MISS0019361,s. n.,,,CC_BY_4_0,,M. B. Huneycutt,,,2022-11-25T08:04:37.684Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION
3925820160,93ec984b-d117-4092-814c-1202a8532b7f,9ecec2f0-fa9b-437d-9e1c-8ce2a2ad0070,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra,L.,US,SW of Union on Univ of Mississippi campus.,Mississippi,PRESENT,,3be011d4-fcc3-4352-a5a2-ddd0dc506135,34.367131,-89.533969,,,,,,,,,,,2880539,2880539,PRESERVED_SPECIMEN,MISS,,MISS0019360,s.n.,,,CC_BY_4_0,,M. B. Huneycutt & M. Floyd,,,2022-11-25T08:04:37.684Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION
3925820159,93ec984b-d117-4092-814c-1202a8532b7f,c08d3e67-bc57-46ac-8ba7-fb81ace15496,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra,L.,US,Back of chemistry building,Mississippi,PRESENT,,3be011d4-fcc3-4352-a5a2-ddd0dc506135,34.364475,-89.536319,,,,,,,1931-05-02T00:00:00,2,5,1931,2880539,2880539,PRESERVED_SPECIMEN,MISS,,MISS0019359,s. n.,,,CC_BY_4_0,,Cox & Fellows,,,2022-11-25T08:04:37.684Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION
3925820158,93ec984b-d117-4092-814c-1202a8532b7f,66dc0ded-5060-4c17-b662-55b62d7ec9ed,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra,L.,US,Ca 2.5 mi NNW of Gore Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925820153,93ec984b-d117-4092-814c-1202a8532b7f,4c988937-7578-4905-821d-3430cc322bd5,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra,L.,US,Hwy 330 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925820152,93ec984b-d117-4092-814c-1202a8532b7f,860e52c7-be1a-4348-aa61-dd883105fb60,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra,L.,US,Noxubee Crest Natural Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925820150,93ec984b-d117-4092-814c-1202a8532b7f,338cd44b-9735-4013-998e-3d9a82790d16,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra,L.,US,Ca 4.5 mi NW of Holcomb. T23N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925820140,93ec984b-d117-4092-814c-1202a8532b7f,f839f90d-7d20-4c6e-b1b2-92962e30bcf6,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra,L.,US,W of Tunk Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925812589,93ec984b-d117-4092-814c-1202a8532b7f,f27a78ec-6510-4ed9-a362-6e2331a89bb9,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra,L.,US,7.5 mi via road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925812568,93ec984b-d117-4092-814c-1202a8532b7f,94d26fc0-2a26-4283-b0b2-47812175e631,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus maxima (Marshall) Ashe,Quercus maxima,(Marsh.) Ashe,US,8 mi W of Pelahatchie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925810769,93ec984b-d117-4092-814c-1202a8532b7f,1c8f2993-5ef8-4e97-a737-946e0874a70e,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra,L.,US,Campbell University Campus. Keith Hills Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3923948440,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01176276,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra L.,L.,US,,Wisconsin,PRESENT,,2cd829bb-b713-433d-99cf-64bef11e5b3e,43.30833,-90.32778,,,265,,,,2018-06-03T00:00:00,3,6,2018,2880539,2880539,PRESERVED_SPECIMEN,MNHN,P,P01176276,,Nee,,CC_BY_4_0,,Nee,,,,,
3913364215,aea65dea-9908-41f7-bc9b-e9d18064ad28,4d447082-8bfd-11eb-9344-13d1e29fd7dd,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra L.,,US,,,PRESENT,1,dc9ffd5f-8c6a-4cf5-bf37-447243885fc6,40.787128,-75.607411,,,,,,,1972-01-01T00:00:00,,,1972,2880539,2880539,PRESERVED_SPECIMEN,LTRR,,,LWG 2a; 295021,,,CC_BY_NC_4_0,Arizona Board of Regents,Nash,,,,,
3913364108,aea65dea-9908-41f7-bc9b-e9d18064ad28,c5fdaea2-4c22-11e9-9342-eb08433db2c9,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra L.,,US,,,PRESENT,1,dc9ffd5f-8c6a-4cf5-bf37-447243885fc6,37.9425,-87.457222,,,,,,,,,,,2880539,2880539,PRESERVED_SPECIMEN,LTRR,,,HB214,,,CC_BY_NC_4_0,Arizona Board of Regents,Florence Hawley,,,,,
3913362775,aea65dea-9908-41f7-bc9b-e9d18064ad28,86d3e628-4c23-11e9-9342-93c37659671a,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra L.,,US,,,PRESENT,1,dc9ffd5f-8c6a-4cf5-bf37-447243885fc6,37.9425,-87.457222,,,,,,,,,,,2880539,2880539,PRESERVED_SPECIMEN,LTRR,,,HCC133 (2),,,CC_BY_NC_4_0,Arizona Board of Regents,Florence Hawley,,,,,
3913362540,aea65dea-9908-41f7-bc9b-e9d18064ad28,ee541b38-5d1e-11ec-9344-8326abd1a335,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra L.,,US,,,PRESENT,1,dc9ffd5f-8c6a-4cf5-bf37-447243885fc6,45,-93.56667,,,,,,,1983-08-03T00:00:00,3,8,1983,2880539,2880539,PRESERVED_SPECIMEN,LTRR,,,WOL 5B,,,CC_BY_NC_4_0,Arizona Board of Regents,Stockton,,,,,
3913361758,aea65dea-9908-41f7-bc9b-e9d18064ad28,5a4e3d9e-8bfd-11eb-9344-ff7abc5904e3,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra L.,,US,,,PRESENT,1,dc9ffd5f-8c6a-4cf5-bf37-447243885fc6,40.787128,-75.607411,,,,,,,1972-01-01T00:00:00,,,1972,2880539,2880539,PRESERVED_SPECIMEN,LTRR,,,LWG 16B; 295162,,,CC_BY_NC_4_0,Arizona Board of Regents,Nash,,,,,
3913361552,aea65dea-9908-41f7-bc9b-e9d18064ad28,69a96b2e-8bfd-11eb-9344-bb7b52aa18b4,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra L.,,US,,,PRESENT,1,dc9ffd5f-8c6a-4cf5-bf37-447243885fc6,40.787128,-75.607411,,,,,,,1972-01-01T00:00:00,,,1972,2880539,2880539,PRESERVED_SPECIMEN,LTRR,,,LWG 3a; 295031,,,CC_BY_NC_4_0,Arizona Board of Regents,Nash,,,,,
3913359966,aea65dea-9908-41f7-bc9b-e9d18064ad28,70716376-4c21-11e9-9342-93733cdcfa5c,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra L.,,US,,,PRESENT,1,dc9ffd5f-8c6a-4cf5-bf37-447243885fc6,37.9425,-87.457222,,,,,,,,,,,2880539,2880539,PRESERVED_SPECIMEN,LTRR,,,GB12,,,CC_BY_NC_4_0,Arizona Board of Regents,Florence Hawley,,,,,
3913359734,aea65dea-9908-41f7-bc9b-e9d18064ad28,89a9dda8-4c23-11e9-9342-2bcfa4323ad3,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra L.,,US,,,PRESENT,1,dc9ffd5f-8c6a-4cf5-bf37-447243885fc6,37.9425,-87.457222,,,,,,,,,,,2880539,2880539,PRESERVED_SPECIMEN,LTRR,,,HCC128,,,CC_BY_NC_4_0,Arizona Board of Regents,Florence Hawley,,,,,
3913359562,aea65dea-9908-41f7-bc9b-e9d18064ad28,f31a7f22-5d1e-11ec-9344-3f7d4ee60929,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra L.,,US,,,PRESENT,1,dc9ffd5f-8c6a-4cf5-bf37-447243885fc6,45,-93.56667,,,,,,,1983-08-03T00:00:00,3,8,1983,2880539,2880539,PRESERVED_SPECIMEN,LTRR,,,WOL 19A,,,CC_BY_NC_4_0,Arizona Board of Regents,Stockton,,,,,
3913359142,aea65dea-9908-41f7-bc9b-e9d18064ad28,8076d506-4c23-11e9-9342-3fc88b368ebd,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra L.,,US,,,PRESENT,1,dc9ffd5f-8c6a-4cf5-bf37-447243885fc6,37.9425,-87.457222,,,,,,,,,,,2880539,2880539,PRESERVED_SPECIMEN,LTRR,,,HB260,,,CC_BY_NC_4_0,Arizona Board of Regents,Florence Hawley,,,,,
3913359004,aea65dea-9908-41f7-bc9b-e9d18064ad28,673167c0-8bfd-11eb-9344-1bc54419f2bb,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra L.,,US,,,PRESENT,1,dc9ffd5f-8c6a-4cf5-bf37-447243885fc6,40.787128,-75.607411,,,,,,,1972-01-01T00:00:00,,,1972,2880539,2880539,PRESERVED_SPECIMEN,LTRR,,,LWG 12C; 295123,,,CC_BY_NC_4_0,Arizona Board of Regents,Nash,,,,,
3913358951,aea65dea-9908-41f7-bc9b-e9d18064ad28,84085140-4c23-11e9-9342-f3175c20a312,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra L.,,US,,,PRESENT,1,dc9ffd5f-8c6a-4cf5-bf37-447243885fc6,37.9425,-87.457222,,,,,,,,,,,2880539,2880539,PRESERVED_SPECIMEN,LTRR,,,HB259,,,CC_BY_NC_4_0,Arizona Board of Regents,Florence Hawley,,,,,
3913358217,aea65dea-9908-41f7-bc9b-e9d18064ad28,816e6cde-978d-11e9-9342-c3ee8be17090,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra L.,,US,,,PRESENT,1,dc9ffd5f-8c6a-4cf5-bf37-447243885fc6,37.029167,-89.028056,4937,,,,,,1934-07-10T00:00:00,10,7,1934,2880539,2880539,PRESERVED_SPECIMEN,LTRR,,,K-B-13,,,CC_BY_NC_4_0,Arizona Board of Regents,Florence Hawley,,,,,
3913357481,aea65dea-9908-41f7-bc9b-e9d18064ad28,534a44c0-8bfd-11eb-9344-d71484281bae,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra L.,,US,,,PRESENT,1,dc9ffd5f-8c6a-4cf5-bf37-447243885fc6,40.787128,-75.607411,,,,,,,1972-01-01T00:00:00,,,1972,2880539,2880539,PRESERVED_SPECIMEN,LTRR,,,LWG 9B; 295092,,,CC_BY_NC_4_0,Arizona Board of Regents,Nash,,,,,
3913357237,aea65dea-9908-41f7-bc9b-e9d18064ad28,f354407c-5d1e-11ec-9344-578a44920752,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra L.,,US,,,PRESENT,1,dc9ffd5f-8c6a-4cf5-bf37-447243885fc6,45,-93.56667,,,,,,,1983-08-03T00:00:00,3,8,1983,2880539,2880539,PRESERVED_SPECIMEN,LTRR,,,WOL 2B,,,CC_BY_NC_4_0,Arizona Board of Regents,Stockton,,,,,
3913356467,aea65dea-9908-41f7-bc9b-e9d18064ad28,45d78df4-9927-11e9-9342-8f30a61a4c6f,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra L.,,US,,,PRESENT,1,dc9ffd5f-8c6a-4cf5-bf37-447243885fc6,34.008611,-95.73333,,,,,,,,,,,2880539,2880539,PRESERVED_SPECIMEN,LTRR,,,1,,,CC_BY_NC_4_0,Arizona Board of Regents,Florence Hawley,,,,,
3913355370,aea65dea-9908-41f7-bc9b-e9d18064ad28,ef360c5a-5d1e-11ec-9344-c3d048a6c2d0,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra L.,,US,,,PRESENT,1,dc9ffd5f-8c6a-4cf5-bf37-447243885fc6,45,-93.56667,,,,,,,1983-08-03T00:00:00,3,8,1983,2880539,2880539,PRESERVED_SPECIMEN,LTRR,,,WOL 8A,,,CC_BY_NC_4_0,Arizona Board of Regents,Stockton,,,,,
3913354016,aea65dea-9908-41f7-bc9b-e9d18064ad28,587d16e8-8bfd-11eb-9344-a7ecc08d3233,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra L.,,US,,,PRESENT,1,dc9ffd5f-8c6a-4cf5-bf37-447243885fc6,40.787128,-75.607411,,,,,,,1972-01-01T00:00:00,,,1972,2880539,2880539,PRESERVED_SPECIMEN,LTRR,,,LWG 14a; 295141,,,CC_BY_NC_4_0,Arizona Board of Regents,Nash,,,,,
3913353514,aea65dea-9908-41f7-bc9b-e9d18064ad28,7f25af1a-4c23-11e9-9342-17a802df9483,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra L.,,US,,,PRESENT,1,dc9ffd5f-8c6a-4cf5-bf37-447243885fc6,37.9425,-87.457222,,,,,,,,,,,2880539,2880539,PRESERVED_SPECIMEN,LTRR,,,HB246,,,CC_BY_NC_4_0,Arizona Board of Regents,Florence Hawley,,,,,
3913352903,aea65dea-9908-41f7-bc9b-e9d18064ad28,e49f2474-4c29-11e9-9342-63c627abe7ed,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra L.,,US,,,PRESENT,1,dc9ffd5f-8c6a-4cf5-bf37-447243885fc6,37.9425,-87.457222,,,,,,,,,,,2880539,2880539,PRESERVED_SPECIMEN,LTRR,,,HCC131 (1),,,CC_BY_NC_4_0,Arizona Board of Regents,Florence Hawley,,,,,
3913351611,aea65dea-9908-41f7-bc9b-e9d18064ad28,e16c7798-4c29-11e9-9342-035c1f148dbf,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra L.,,US,,,PRESENT,1,dc9ffd5f-8c6a-4cf5-bf37-447243885fc6,37.9425,-87.457222,,,,,,,,,,,2880539,2880539,PRESERVED_SPECIMEN,LTRR,,,HB225,,,CC_BY_NC_4_0,Arizona Board of Regents,Florence Hawley,,,,,
3913350921,aea65dea-9908-41f7-bc9b-e9d18064ad28,6bc47dde-9453-11e9-9342-5f60bd2e7f7e,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rubra,,SPECIES,Quercus rubra L.,Quercus rubra L.,,US,,,PRESENT,1,dc9ffd5f-8c6a-4cf5-bf37-447243885fc6,37.170278,-89.311667,,,,,,,1937-07-24T00:00:00,24,7,1937,2880539,2880539,PRESERVED_SPECIMEN,LTRR,,,I-A-11,,,CC_BY_NC_4_0,Arizona Board of Regents,Florence Hawley,,,,,
