id,paper_id,primers,longitude,latitude,continent,sample_type,ITS1_extracted,ITS2_extracted,ITS_total,Biome,MAT,MAP,pH,year_of_sampling,manipulated,abundances
24708,Talbot_2014_A187,ITS1F/ITS4,-82.2308,29.7396,North America,soil,1292,58,1350,forest,20.5,1282,NA_,2012,FALSE,1
24723,Harantova_2017_FU,gITS7/ITS4,12.6584,50.2383,Europe,soil,0,12152,12152,grassland,7.3,744,7.48,2010,FALSE,59
24811,Porazinska_2018_2471,ITS1F/ITS2,-105.644,40.052,North America,soil,9786,0,9786,tundra,-3.7,757,5.24,2015,FALSE,15
24829,UOBC_2016_5CA6,ITS3/ITS4,-120.35,50.88,North America,soil,0,5423,5423,forest,5.5,412,NA_,2010,FALSE,22
24840,Polackova_2016_KRTINY,gITS7/ITS4,16.7611,49.3078,Europe,soil,0,5853,5853,forest,7.8,648,4.18,2013,FALSE,2
24846,Lin_2020_KX,ITS3/ITS4,124.333,51.7,Asia,soil,0,58612,58612,grassland,-2.1,480,5.94,2018,FALSE,3
24866,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,45910,45910,forest,1.6,512,4.98,2017,FALSE,2
24867,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,45866,45866,forest,1.6,512,4.825,2017,FALSE,11
24869,Stursova_2016_D385,gITS7/ITS4,13.8552,48.7766,Europe,soil,0,7225,7225,forest,3.8,1030,3.5,2011,FALSE,3
24871,Tedersoo_2016_ISME,ITS3/ITS4,27.3297,58.2725,Europe,soil,0,5321,5321,forest,5.7,639,3.01,2011,FALSE,2
24895,Polackova_2016_KRTINY,gITS7/ITS4,16.6452,49.3178,Europe,litter,0,37407,37407,forest,8.8,506,5.571724138,2013,FALSE,3
24905,George_2019_9BEA,ITS5/5.8S_fungi,-3.55289,52.6326,Europe,soil,218915,0,218915,cropland,8.5,1705,3.85,2013 to 2014,FALSE,1
24906,Polackova_2016_KRTINY,gITS7/ITS4,16.7055,49.2694,Europe,litter,0,4767,4767,forest,8.7,585,5.84,2013,FALSE,1
24918,Chen_2020_addC,ITS1F/ITS2,10.85,60.7,Europe,soil,41220,0,41220,cropland,4.9,673,6.2,2014,FALSE,5
24956,Egidi_AD_2019,fITS7/ITS4,144.816,-35.4101,Australia,soil,0,55159,55159,forest,16.5,389,7.09,2003 to 2015,FALSE,1
25011,Odriozola_2021_QY,gITS7/ITS4,13.4372,48.9891,Europe,litter,0,23888,23888,forest,4.2,1303,4.22,2016,FALSE,139
25021,UOBC_2016_5CA6,ITS3/ITS4,-120.78,39.26,North America,soil,0,12280,12280,forest,10.8,1613,3.86,2011,FALSE,2
25059,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.3422,58.2835,Europe,soil,3715,3281,6996,forest,5.8,612,NA_,2017,FALSE,174
25060,Nacke_2016_8F49,ITS1F/ITS4,10.3112,51.2714,Europe,soil,1761,1955,3716,forest,7.8,617,3.6,2012,FALSE,5
25083,Odriozola_2021_QY,gITS7/ITS4,13.4087,49.0976,Europe,litter,0,8920,8920,forest,5.7,961,3.97,2016,FALSE,1
25088,Clemmensen_2015_B0AE,fITS9/ITS4,17.8466,65.9548,Europe,soil,0,425,425,forest,1,554,NA_,2009,FALSE,2
25094,Odriozola_2021_QY,gITS7/ITS4,13.2737,49.1273,Europe,soil,0,18708,18708,forest,4.8,1385,3.77,2015,FALSE,2
25102,UOBC_2016_5CA6,ITS3/ITS4,-120.28,50.93,North America,soil,0,6851,6851,forest,5.8,432,5.18,2010,FALSE,24
25161,Yang_2019_D4B1,ITS1F/ITS2,128.162,42.2726,Asia,soil,38998,0,38998,forest,2.9,990,5.08,2016,FALSE,77
25163,Franzetti_2020_GF,ITS1F/ITS2,10.5843,46.4057,Europe,soil,140531,0,140531,tundra,-1.5,960,6.45,2015,FALSE,901
25164,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,25.2857,59.4926,Europe,soil,3901,3279,7180,forest,5.7,667,NA_,2015,FALSE,1
25182,Merges_2018_DD53,ITS3_KYO2/ITS4_KYO3,9.90234,46.8008,Europe,soil,0,43154,43154,forest,1.2,1118,4.11,2015,FALSE,47
25199,Froeslev_2019_CA74,gITS7/ITS4,8.95119,57.1446,Europe,soil,0,25192,25192,grassland,8.6,772,4.57495555,2014,FALSE,1
25206,UOBC_2016_5CA6,ITS3/ITS4,-120.28,50.93,North America,soil,0,9114,9114,forest,5.8,432,5.5,2010,FALSE,9
25217,Davey_2014_2252,ITS3/ITS4,10.7159,60.1444,Europe,shoot,0,2744,2744,forest,4.3,811,NA_,2010,FALSE,6
25224,Odriozola_2021_QY,gITS7/ITS4,13.3981,49.0555,Europe,litter,0,11529,11529,forest,3.8,1390,4.18,2016,FALSE,52
25225,Odriozola_2021_QY,gITS7/ITS4,13.4094,48.9862,Europe,litter,0,13053,13053,forest,4.2,1345,4.41,2016,FALSE,9
25229,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,45407,45407,forest,1.6,512,4.98,2017,FALSE,2
25235,Fernandez_2017_498D,ITS1F/ITS2,-92.52,46.6794,North America,root,29264,0,29264,forest,5.2,783,NA_,2014,FALSE,15
25240,Whitman_2019_8E28,5.8S_Fun/ITS4_Fun,-116.493,62.4843,North America,soil,0,8766,8766,forest,-3.9,268,6.6,2015,FALSE,6
25268,Liu_2020_add,gITS7/ITS4,114.05,26.5,Asia,soil,0,16141,16141,forest,14.2,1504,5.57,2014,FALSE,2
25282,Glassman_2017_E29A,ITS1F/ITS2,-119.268,37.9151,North America,soil,25280,0,25280,forest,1.8,751,4.1,2012,FALSE,1
25308,UOBC_2016_5CA6,ITS3/ITS4,-122.61,54.35,North America,soil,0,13244,13244,forest,4,703,4.92,2008,FALSE,16
25326,UOBC_2016_5CA6,ITS3/ITS4,-120.35,50.88,North America,soil,0,10677,10677,forest,5.5,412,NA_,2010,FALSE,3
25346,Kamutando_2017_6F2C,ITS1F/ITS4,29.9453,-25.9401,Africa,rhizosphere soil,42976,0,42976,grassland,14.7,757,6,2015,FALSE,2
25352,UOBC_2016_5CA6,ITS3/ITS4,-120.28,50.93,North America,soil,0,6626,6626,forest,5.8,432,5.32,2010,FALSE,5
25357,Farrer_2019_50DE,ITS1F/ITS2,-105.644,40.0516,North America,soil,14019,0,14019,tundra,-3.7,757,4.48,2015,FALSE,89
25363,Martinovic_2021_SN,gITS7/ITS4,16.6192,49.2904,Europe,litter,0,16104,16104,forest,8.4,652,5.73,2016,FALSE,1
25404,Polackova_2016_KRTINY,gITS7/ITS4,16.6481,49.2631,Europe,litter,0,6968,6968,forest,8.8,558,6,2013,FALSE,1
25431,Glassman_2017_E29A,ITS1F/ITS2,-119.268,37.915,North America,soil,57512,0,57512,forest,1.8,751,4.1,2013,FALSE,1
25477,Whitman_2019_8E28,5.8S_Fun/ITS4_Fun,-116.423,62.5568,North America,soil,0,15333,15333,wetland,-3.9,268,7.48,2015,FALSE,2
25479,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,23.2704,57.7893,Europe,soil,4700,3990,8690,forest,6.9,574,NA_,2016,FALSE,2
25485,Liu_2019_A7FB,ITS1F/ITS2,127.461,50.2533,Asia,rhizosphere soil,46154,0,46154,cropland,0.9,527,NA_,2015,FALSE,1
25519,Glassman_2017_E29A,ITS1F/ITS2,-119.268,37.9165,North America,soil,59247,0,59247,forest,1.8,751,4.5,2013,FALSE,3169
25528,Merges_2018_DD53,ITS3_KYO2/ITS4_KYO3,9.8518,46.7338,Europe,soil,0,53021,53021,forest,0.8,1044,3.82,2015,FALSE,32
25544,Joergensen_2021_TK,gITS7/ITS4+ITS4arch,18.77,64.5085,Europe,topsoil,0,2875,2875,forest,2.2,511,3.88,2016,FALSE,4
25547,Froeslev_2019_CA74,gITS7/ITS4,8.67685,57.1133,Europe,soil,0,31969,31969,shrubland,8.5,779,5.069857375,2014,FALSE,1
25554,UOBC_2016_5CA6,ITS3/ITS4,-82.25,46.75,North America,soil,0,12606,12606,forest,3.1,964,3.75,2011,FALSE,1
25581,Liu_2020_add,gITS7/ITS4,128.08,42.28,Asia,soil,0,23971,23971,forest,3.1,948,4.37,2014,FALSE,2
25644,DeBeeck_2015_8CE2,ITS86F/ITS4,5.26389,51.2361,Europe,soil,0,1567,1567,forest,10.3,824,4.8,2009,FALSE,3
25661,George_2019_9BEA,ITS5/5.8S_fungi,-3.68678,52.2711,Europe,soil,258381,0,258381,shrubland,8,1517,3.84,2013 to 2014,FALSE,1
25687,Talbot_2014_A187,ITS1F/ITS4,-122.875,38.0887,North America,soil,1544,48,1592,forest,12.8,1115,NA_,2012,FALSE,1
25704,Froeslev_2019_CA74,gITS7/ITS4,10.3171,55.1208,Europe,soil,0,9730,9730,grassland,8.5,643,4.171475492,2014,FALSE,32
25717,UOBC_2016_5CA6,ITS3/ITS4,-89.39,49.07,North America,soil,0,24053,24053,forest,1.9,724,NA_,2011,FALSE,356
25739,Odriozola_2021_QY,gITS7/ITS4,13.4924,49.0924,Europe,soil,0,15569,15569,forest,6.9,867,3.65,2016,FALSE,1
25743,delPilarMartinezDiz_2019_87A2,ITS3_KYO2/ITS4,-2.77837,42.506,Europe,rhizosphere soil,148434,0,148434,cropland,12.9,735,8.2,2017,FALSE,3
25822,FelipeLucia_2020_QA,fITS7/ITS4,13.927,53.0628,Europe,soil,0,32060,32060,forest,8.8,537,3.43,2011,FALSE,103
25845,Lepinay_2021_SO,gITS7/ITS4,16.9449,48.6796,Europe,deadwood,0,8542,8542,forest,10.4,539,3.27,2016,FALSE,1
25853,UOBC_2016_5CA6,ITS3/ITS4,-89.39,49.07,North America,soil,0,12606,12606,forest,1.9,724,NA_,2011,FALSE,1
25859,Chen_2020_addC,ITS1F/ITS2,10.85,60.7,Europe,soil,46170,0,46170,cropland,4.9,673,6.3,2014,FALSE,1
25880,Porazinska_2018_2471,ITS1F/ITS2,-105.624,40.0572,North America,soil,2986,0,2986,tundra,-2.2,603,4.83,2015,FALSE,29
25909,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,43235,43235,forest,1.6,512,4.825,2017,FALSE,3
25910,Mikryukov_2021_SP,fITS7/ITS4,59.827,56.85,Asia,litter,0,30195,30195,forest,1.7,519,4.98,2017,FALSE,9
25967,Odriozola_2020_GA,gITS7/ITS4,16.7774,49.3108,Europe,soil,0,7029,7029,forest,7.6,658,4.6,2014,FALSE,3
25974,Oja_2017_AD29,ITS1ngs/ITS4ngs or ITS1Fngs/ITS4ngs,22.3202,58.2836,Europe,soil,946,886,1832,grassland,7,570,NA_,2012,FALSE,1
25979,ArraianoCastilho_2020_BA,fITS7/ITS4,8.37362,46.5682,Europe,soil,1,73895,73896,woodland,2.3,1544,NA_,2017,FALSE,11
25988,Clemmensen_2015_B0AE,fITS9/ITS4,17.8459,65.9558,Europe,soil,0,3445,3445,forest,1,554,NA_,2009,FALSE,15
26032,Odriozola_2020_GA,gITS7/ITS4,16.6554,49.2732,Europe,rhizosphere soil,0,9884,9884,forest,9,514,5.67,2014,FALSE,1
26039,FelipeLucia_2020_QA,fITS7/ITS4,10.3377,51.1992,Europe,soil,0,36432,36432,forest,7.5,701,4.565,2011,FALSE,1
26040,Froeslev_2019_CA74,gITS7/ITS4,9.06759,55.2925,Europe,soil,0,16689,16689,forest,8.7,855,5.018116044,2014,FALSE,26
26043,UOBC_2016_5CA6,ITS3/ITS4,-122.61,54.35,North America,soil,0,18702,18702,forest,4,703,5.48,2008,FALSE,2
26052,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.1859,57.9212,Europe,soil,2119,2029,4148,forest,5.7,648,NA_,2013,FALSE,1
26090,Tedersoo_2016_ISME,ITS3/ITS4,21.7,61.7,Europe,soil,0,7101,7101,forest,4.8,638,3.08,2011,FALSE,17
26123,Castaneda_2018_C241,ITS2F/ITS2R,-71.13,-34.37,South America,shoot,0,69295,69295,cropland,16.4,507,NA_,2014,FALSE,1
26126,Odriozola_2020_GA,gITS7/ITS4,16.7881,49.3186,Europe,soil,0,11386,11386,forest,7.8,618,5.62,2014,FALSE,858
26128,Porazinska_2018_2471,ITS1F/ITS2,-105.643,40.0522,North America,soil,11875,0,11875,tundra,-3.7,757,4.69,2015,FALSE,236
26188,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.5554,58.3263,Europe,soil,6156,5655,11811,forest,5.6,631,NA_,2017,FALSE,2
26200,Davey_2014_2252,ITS3/ITS4,10.6961,60.1407,Europe,shoot,0,3451,3451,forest,4.2,846,NA_,2010,FALSE,1
26238,Chen_2020_addC,ITS1F/ITS2,10.85,60.7,Europe,soil,40385,0,40385,cropland,4.9,673,6.15,2014,FALSE,4
26266,UOBC_2016_5CA6,ITS3/ITS4,-126.31,52.32,North America,soil,0,5315,5315,forest,-1.9,1253,4.89,2008,FALSE,59
26267,UOBC_2016_5CA6,ITS3/ITS4,-126.31,52.32,North America,soil,0,16706,16706,forest,-1.9,1253,4.89,2008,FALSE,175
26283,Glassman_2017_E29A,ITS1F/ITS2,-119.272,37.9118,North America,soil,57755,0,57755,forest,1.8,751,4.2,2013,FALSE,1
26303,Wang_2018_0A7D,ITS1F/ITS2,88.8,47.1,Asia,soil,38511,0,38511,desert,5.6,163,8.42,2016,FALSE,13
26383,Farrer_2019_50DE,ITS1F/ITS2,-105.627,40.0575,North America,soil,22032,0,22032,tundra,-2.8,672,5.68,2015,FALSE,14
26388,Bahram_2016_7246,ITS3ngs1 to ITS3ngs11/ITS4ngs,27.0333,58.116,Europe,soil,0,3375,3375,forest,5.6,630,3.98,2012,FALSE,1
26391,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.2552,57.7524,Europe,soil,16222,13106,29328,forest,5.8,668,NA_,2017,FALSE,2
26424,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.9097,57.6387,Europe,soil,2361,1604,3965,forest,5.4,647,NA_,2015,FALSE,2
26447,Tedersoo_2016_ISME,ITS3/ITS4,26.5529,57.6764,Europe,soil,0,6316,6316,forest,5.8,640,2.89,2013,FALSE,1
26488,Yang_2019_D4B1,ITS1F/ITS2,128.163,42.273,Asia,soil,33994,0,33994,forest,2.9,990,6.04,2016,FALSE,1
26504,Toju_2016_ED5F,ITS5/ITS2_KYO2,169.261,-44.433,Australia,root,22415,0,22415,forest,7.1,1164,NA_,2014,FALSE,8
26516,Polackova_2016_KRTINY,gITS7/ITS4,16.7706,49.3056,Europe,litter,0,14897,14897,forest,7.8,646,5.13,2013,FALSE,1
26520,Wang_2019_4CFE,ITS1F/ITS2,122.85,47.45,Asia,root,51962,0,51962,forest,3.8,460,NA_,2015,FALSE,2321
26529,UOBC_2016_5CA6,ITS3/ITS4,-120.28,50.93,North America,soil,0,9932,9932,forest,5.8,432,5.6,2010,FALSE,5
26538,UOBC_2016_5CA6,ITS3/ITS4,-95.15,31.11,North America,soil,0,28105,28105,forest,19.6,1208,4.72,2012,FALSE,3
26539,Froeslev_2019_CA74,gITS7/ITS4,10.4998,55.1012,Europe,soil,0,32015,32015,shrubland,8.3,687,4.847130195,2014,FALSE,1
26561,UOBC_2016_5CA6,ITS3/ITS4,-82.85,47.57,North America,soil,0,10987,10987,forest,2.6,806,5.16,2011,FALSE,4
26591,Froeslev_2019_CA74,gITS7/ITS4,8.16236,56.318,Europe,soil,0,13128,13128,shrubland,8.7,798,4.759702203,2014,FALSE,2
26612,Kyaschenko_2017_89D4,gITS7/ITS4,17.52,60.1025,Europe,soil,0,1963,1963,forest,6.1,563,4.21,2012,FALSE,1
26656,Goldmann_2015_EA26,ITS1F/ITS4,13.8464,52.9008,Europe,soil,2516,3894,6410,forest,9,586,3.39,2011,FALSE,129
26668,Froeslev_2019_CA74,gITS7/ITS4,8.95119,57.1446,Europe,soil,0,13089,13089,grassland,8.6,772,4.57495555,2014,FALSE,10
26716,Bahram_2016_7246,ITS3ngs1 to ITS3ngs11/ITS4ngs,27.0333,58.116,Europe,soil,0,1586,1586,forest,5.6,630,3.58,2012,FALSE,2
26761,UOBC_2016_5CA6,ITS3/ITS4,-83.37,46.42,North America,soil,0,14559,14559,forest,5,804,5.48,2011,FALSE,1
26773,FelipeLucia_2020_QA,fITS7/ITS4,13.8639,53.0164,Europe,soil,0,45244,45244,forest,8.9,533,3.42,2011,FALSE,12
26794,Odriozola_2021_QY,gITS7/ITS4,13.4403,48.9915,Europe,litter,0,33574,33574,forest,4.5,1238,4.34,2016,FALSE,523
26797,Odriozola_2021_QY,gITS7/ITS4,13.439,48.9961,Europe,root,0,17096,17096,forest,4.5,1238,3.82,2016,FALSE,1
26799,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,23.7741,59.1851,Europe,soil,5407,5182,10589,forest,6.3,613,NA_,2018,FALSE,57
26800,UOBC_2016_5CA6,ITS3/ITS4,-82.85,47.57,North America,soil,0,14214,14214,forest,2.6,806,4.95,2011,FALSE,889
26833,UOBC_2016_5CA6,ITS3/ITS4,-83.37,46.42,North America,soil,0,14876,14876,forest,5,804,5.34,2011,FALSE,6
26839,UOBC_2016_5CA6,ITS3/ITS4,-82.25,46.75,North America,soil,0,25652,25652,forest,3.1,964,3.66,2011,FALSE,6
26840,Porazinska_2018_2471,ITS1F/ITS2,-105.644,40.0509,North America,soil,7570,0,7570,tundra,-3.7,757,4.74,2015,FALSE,33
26843,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.3348,58.2753,Europe,soil,3586,2720,6306,forest,5.8,631,NA_,2011,FALSE,4
26874,UOBC_2016_5CA6,ITS3/ITS4,-120.35,50.88,North America,soil,0,4769,4769,forest,5.5,412,NA_,2010,FALSE,104
26893,Odriozola_2020_GA,gITS7/ITS4,16.78,49.3189,Europe,rhizosphere soil,0,3726,3726,forest,7.8,631,4.08,2014,FALSE,1
26942,UOBC_2016_5CA6,ITS3/ITS4,-126.31,52.32,North America,soil,0,8813,8813,forest,-1.9,1253,4.7,2008,FALSE,8
26944,Porazinska_2018_2471,ITS1F/ITS2,-105.644,40.0511,North America,soil,8424,0,8424,tundra,-3.7,757,4.53,2015,FALSE,38
26945,Porazinska_2018_2471,ITS1F/ITS2,-105.644,40.0506,North America,soil,6654,0,6654,tundra,-3.7,757,4.98,2015,FALSE,2
27030,George_2019_9BEA,ITS5/5.8S_fungi,-4.83509,51.8894,Europe,soil,190958,0,190958,forest,10.1,1269,3.57,2013 to 2014,FALSE,743
27060,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,21.9023,57.1905,Europe,soil,1833,1662,3495,forest,6.9,706,NA_,2019,FALSE,10
27082,Vasutova_2017_3070,ITS1/ITS4,15.7685,50.7424,Europe,soil,4442,444,4886,forest,2.3,1001,3.56,2013,FALSE,1
27096,Vasutova_2017_3070,ITS1/ITS4,15.5203,50.7596,Europe,soil,5770,196,5966,forest,2.8,1327,3.77,2013,FALSE,1
27101,Yang_2019_D4B1,ITS1F/ITS2,128.06,42.5676,Asia,soil,44865,0,44865,forest,4.7,690,5.94,2016,FALSE,1
27107,Yang_2019_D4B1,ITS1F/ITS2,128.101,42.4032,Asia,soil,43350,0,43350,forest,4.1,792,7.1,2016,FALSE,2
27114,Yang_2019_D4B1,ITS1F/ITS2,128.116,42.4044,Asia,soil,39572,0,39572,forest,4.1,792,5.86,2016,FALSE,44
27137,Teng_2021_PZ,ITS1F/ITS2,123,51.8,Asia,topsoil,40366,0,40366,forest,-3.2,448,6.8,2013,FALSE,2
27184,Woo_2018_BY,ITS1F/ITS2,126.955,37.4653,Asia,air,44972,0,44972,anthropogenic,12,1383,NA_,2015,FALSE,3
27210,Vasutova_2017_3070,ITS1/ITS4,15.525,50.7576,Europe,soil,5847,987,6834,forest,1.9,1333,4,2013,FALSE,6
27212,Chen_2020_addC,ITS1F/ITS2,10.85,60.7,Europe,soil,47353,0,47353,cropland,4.9,673,5.95,2014,FALSE,8
27214,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.6562,58.7405,Europe,soil,1829,1608,3437,forest,5.3,603,NA_,2017,FALSE,181
27222,Vasutova_2017_3070,ITS1/ITS4,15.5225,50.7575,Europe,soil,2331,112,2443,forest,2.4,1328,3.73,2013,FALSE,5
27223,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.4007,58.0413,Europe,soil,8479,7720,16199,forest,5.2,662,NA_,2017,FALSE,9
27224,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.869,58.5467,Europe,soil,3216,2956,6172,forest,5.5,652,NA_,2016,FALSE,70
27230,Rincon_2015_E6C1,ITS1F/ITS2,1.15,42.44,Europe,soil,4542,0,4542,forest,8,929,5.3,2010,FALSE,4
27232,Rincon_2015_E6C1,ITS1F/ITS2,1.19,42.45,Europe,soil,3845,0,3845,forest,7.5,1047,4.9,2010,FALSE,12
27233,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,13.4751,49.0174,Europe,soil,4256,3725,7981,forest,5.1,1068,NA_,2011,FALSE,14
27234,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.7231,58.5325,Europe,soil,2952,2413,5365,forest,5.4,652,NA_,2017,FALSE,8
27235,Chen_2020_addC,ITS1F/ITS2,10.85,60.7,Europe,soil,39659,0,39659,cropland,4.9,673,6.4,2014,FALSE,6
27241,UOBC_2016_5CA6,ITS3/ITS4,-120.78,39.26,North America,soil,0,28288,28288,forest,10.8,1613,6.28,2011,FALSE,161
27250,Froeslev_2019_CA74,gITS7/ITS4,8.89773,55.1432,Europe,soil,0,49236,49236,grassland,8.7,878,4.963106944,2014,FALSE,6
27283,Farrer_2019_50DE,ITS1F/ITS2,-105.643,40.051,North America,soil,23348,0,23348,tundra,-3.7,757,5.37,2015,FALSE,7
27284,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.3543,59.2757,Europe,soil,2090,2013,4103,forest,5.1,578,NA_,2015,FALSE,1
27297,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,31297,31297,forest,1.6,512,4.825,2017,FALSE,14
27304,Tedersoo_2014_B9DD,ITS3/ITS4,26.3416,58.0811,Europe,soil,0,5367,5367,forest,5.1,674,5.67,2012,FALSE,1
27315,Glassman_2016_E625,ITS1F/ITS2,-119.938,37.8426,North America,soil,8046,0,8046,forest,12.2,886,6.08,2011,FALSE,1
27327,UOBC_2016_5CA6,ITS3/ITS4,-89.38,49.08,North America,soil,0,14854,14854,forest,1.9,731,4.46,2011,FALSE,50
27337,Clemmensen_2015_B0AE,fITS9/ITS4,17.8436,65.9468,Europe,litter,0,4440,4440,forest,1,553,NA_,2009,FALSE,1
27353,Yao_2013_0756,ITS1F/ITS4 then ITS5/ITS2,7.5,60.5833,Europe,root,3125,0,3125,tundra,-0.5,699,NA_,2011,FALSE,13
27376,Yu_2018_EEC7,ITS5/ITS2,116.18,40.1389,Asia,root,5094,0,5094,cropland,12.5,515,8.2,2015,FALSE,1
27428,Froeslev_2019_CA74,gITS7/ITS4,8.16236,56.318,Europe,soil,0,37041,37041,shrubland,8.7,798,4.759702203,2014,FALSE,10
27443,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,82744,82744,forest,1.6,512,4.98,2017,FALSE,3
27445,Merges_2018_DD53,ITS3_KYO2/ITS4_KYO3,9.91192,46.8028,Europe,soil,0,22634,22634,forest,0.2,1220,4.21,2015,FALSE,4
27450,Polackova_2016_KRTINY,gITS7/ITS4,16.6451,49.2559,Europe,soil,0,9897,9897,forest,9,544,6.18,2013,FALSE,2
27471,Cai_2020_addG,ITS1F/ITS2,102.52,25.41,Asia,rhizosphere soil,73008,0,73008,cropland,15.3,943,5.25,2017,FALSE,1
27532,Froeslev_2019_CA74,gITS7/ITS4,11.9915,56.0185,Europe,soil,0,29404,29404,shrubland,8.5,582,5.007266818,2014,FALSE,34
27537,Froeslev_2019_CA74,gITS7/ITS4,12.2928,55.9846,Europe,soil,0,16154,16154,shrubland,8,722,4.13040163,2014,FALSE,532
27555,Davey_2014_2252,ITS3/ITS4,10.6967,60.1399,Europe,shoot,0,4424,4424,forest,4.2,846,NA_,2010,FALSE,1
27578,Kamutando_2017_6F2C,ITS1F/ITS4,29.9453,-25.9401,Africa,soil,50096,0,50096,grassland,14.7,757,6.1,2015,FALSE,1
27584,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,23.4394,58.6344,Europe,soil,3464,2765,6229,woodland,6.6,586,NA_,2017,FALSE,1
27608,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.3988,58.0308,Europe,soil,1757,1590,3347,forest,5.2,639,NA_,2015,FALSE,1
27610,Odriozola_2021_QY,gITS7/ITS4,13.7132,48.8979,Europe,litter,0,9788,9788,forest,6.4,857,4.61,2016,FALSE,81
27614,Baldrian_2012_0486,ITS1/ITS4,13.6168,49.044,Europe,soil,1446,0,1446,forest,4.3,1211,3.769,2009,FALSE,1
27617,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.6012,57.6823,Europe,soil,2609,2366,4975,forest,5.8,672,NA_,2013,FALSE,5
27660,Abrego_2020_CV,ITS_S2F + ITS3 mixed 1:1/ITS4,29.783,62.6103,Europe,air,0,50325,50325,anthropogenic,3.3,611,NA_,2019,FALSE,19
27679,Froeslev_2019_CA74,gITS7/ITS4,10.2162,56.9375,Europe,soil,0,37157,37157,forest,8.4,663,4.483113192,2014,FALSE,8
27686,Odriozola_2020_GA,gITS7/ITS4,16.7797,49.314,Europe,rhizosphere soil,0,11180,11180,forest,7.6,658,4.84,2014,FALSE,6
27701,Odriozola_2021_QY,gITS7/ITS4,13.4942,49.084,Europe,soil,0,17533,17533,forest,6.7,876,3.79,2016,FALSE,35
27707,UOBC_2016_5CA6,ITS3/ITS4,-121.04,39.55,North America,soil,0,12837,12837,forest,12.7,1613,5.21,2011,FALSE,31
27720,Froeslev_2019_CA74,gITS7/ITS4,11.9932,56.0226,Europe,soil,0,28681,28681,grassland,8.5,585,4.853904891,2014,FALSE,1
27723,UOBC_2016_5CA6,ITS3/ITS4,-82.85,47.57,North America,soil,0,13530,13530,forest,2.6,806,3.99,2011,FALSE,1
27738,UOBC_2016_5CA6,ITS3/ITS4,-89.39,49.07,North America,soil,0,9976,9976,forest,1.9,724,5.77,2011,FALSE,25
27740,UOBC_2016_5CA6,ITS3/ITS4,-82.85,47.57,North America,soil,0,9287,9287,forest,2.6,806,3.99,2011,FALSE,53
27741,UOBC_2016_5CA6,ITS3/ITS4,-120.78,39.26,North America,soil,0,20498,20498,forest,10.8,1613,4.99,2011,FALSE,97
27742,Tedersoo_2016_ISME,ITS3/ITS4,21.7,61.8,Europe,soil,0,5189,5189,forest,4.8,635,3.37,2011,FALSE,9
27748,Whitman_2019_8E28,5.8S_Fun/ITS4_Fun,-112.238,59.7496,North America,soil,0,14462,14462,wetland,-1.5,358,NA_,2015,FALSE,18
27753,Polackova_2016_KRTINY,gITS7/ITS4,16.6979,49.3229,Europe,soil,0,12688,12688,forest,8.2,622,4.86,2013,FALSE,2
27765,Mikryukov_2021_SP,fITS7/ITS4,59.425,56.801,Asia,litter,0,27690,27690,forest,1.7,556,5.645,2017,FALSE,6
27788,Glassman_2016_E625,ITS1F/ITS2,-119.938,37.8426,North America,soil,35320,0,35320,forest,12.2,886,6.08,2011,FALSE,1
27794,UOBC_2016_5CA6,ITS3/ITS4,-122.61,54.35,North America,soil,0,10853,10853,forest,4,703,5.42,2008,FALSE,29
27806,FelipeLucia_2020_QA,fITS7/ITS4,13.8534,52.9113,Europe,soil,0,38624,38624,forest,8.9,606,3.6,2011,FALSE,1
