id,paper_id,primers,longitude,latitude,continent,sample_type,ITS1_extracted,ITS2_extracted,ITS_total,Biome,MAT,MAP,pH,year_of_sampling,manipulated,abundances
8,Odriozola_2020_GA,gITS7/ITS4,16.7671,49.3253,Europe,soil,0,3292,3292,forest,8,607,4.62,2014,FALSE,2
26,Farrer_2019_50DE,ITS1F/ITS2,-105.636,40.052,North America,soil,35738,0,35738,tundra,-3.3,735,5.35,2015,FALSE,15
59,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,86693,86693,forest,1.6,512,4.825,2017,FALSE,6
90,Hartmann_2012_B1A3,ITS3/ITS4,-120.353,50.8942,North America,soil,0,301884,301884,forest,4.8,427,NA_,NA_,FALSE,2219
91,UOBC_2016_5CA6,ITS3/ITS4,-120.35,50.88,North America,soil,0,4810,4810,forest,5.5,412,NA_,2010,FALSE,183
102,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,426064,426064,forest,1.2,1179,NA_,2017,FALSE,12
143,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,912515,912515,forest,1.2,1179,NA_,2014,FALSE,45
214,Franzetti_2020_GF,ITS1F/ITS2,10.5849,46.4053,Europe,soil,1523116,0,1523116,tundra,-1.5,960,6.05,2015,FALSE,3089
242,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,684514,684514,forest,1.2,1179,NA_,2014,FALSE,1
245,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,541255,541255,forest,1.2,1179,NA_,2014,FALSE,5
269,Jiao_2020_IB,ITS5/ITS2,125.28,43.86,Asia,soil,70358,0,70358,cropland,5.8,642,6.58,2017,FALSE,1
270,Egidi_2018_75FE,ITS1F/ITS4,144.5,-37.47,Australia,soil,392287,638,392925,grassland,12.1,725,NA_,2015,FALSE,4
273,GonzalezTeuber_2020_7EAE,ITS1F_KYO1/ITS2_KYO1,-72.18,-40.65,South America,shoot,319681,2,319683,forest,10.2,1403,NA_,2015,FALSE,1
287,Mikryukov_2021_SP,fITS7/ITS4,59.827,56.85,Asia,litter,0,21630,21630,forest,1.7,519,5.005,2017,FALSE,20
289,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,1431260,1431260,forest,1.2,1179,NA_,2017,FALSE,25
322,Farrer_2019_50DE,ITS1F/ITS2,-105.623,40.0572,North America,soil,13698,0,13698,tundra,-2.2,603,4.66,2015,FALSE,18
327,Harantova_2017_FU,gITS7/ITS4,12.6584,50.2383,Europe,soil,0,13012,13012,grassland,7.3,744,7.74,2015,FALSE,6
340,Schutte_2019_CC10,gITS7/NLC2mod,-148.28,64.71,North America,soil,0,227486,227486,forest,-0.9,332,NA_,2012,FALSE,7
343,Bissett_AAAA_2016,ITS1F/ITS4,150.265,-33.6598,Australia,soil,238331,19892,258223,cropland,11.4,1178,6.6,2014,FALSE,8
366,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,deadwood,0,96406,96406,forest,1.6,512,4.175,2017,FALSE,2
393,Nunez_2019_BS,ITS86F/ITS4,-3.68941,40.4399,Europe,air,0,143091,143091,anthropogenic,14.5,575,NA_,2015,FALSE,7
432,Glassman_2017_E29A,ITS1F/ITS2,-119.274,37.9184,North America,soil,51486,0,51486,forest,1.5,741,4.7,2013,FALSE,5
467,Benucci_2020_1AF,ITS1F/ITS4,175.539,-37.0448,Australia,root,613360,307039,920399,forest,14.7,1779,NA_,2014,FALSE,175
523,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,2032086,2032086,forest,1.2,1179,NA_,2017,FALSE,31
575,Bissett_AAAA_2016,ITS1F/ITS4,146.671,-42.6793,Australia,soil,138038,25599,163637,forest,8.5,687,4.6,2013,FALSE,1
578,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,1363293,1363293,forest,1.2,1179,NA_,2017,FALSE,3
657,Farrer_2019_50DE,ITS1F/ITS2,-105.624,40.0573,North America,soil,13897,0,13897,tundra,-2.2,603,5.14,2015,FALSE,19
660,Farrer_2019_50DE,ITS1F/ITS2,-105.644,40.0511,North America,soil,57512,0,57512,tundra,-3.7,757,4.53,2015,FALSE,31
666,Farrer_2019_50DE,ITS1F/ITS2,-105.628,40.0553,North America,soil,28596,0,28596,tundra,-2.8,672,5.52,2015,FALSE,4
672,Franzetti_2020_GF,ITS1F/ITS2,10.5851,46.405,Europe,soil,1147460,0,1147460,tundra,-1.5,960,5.95,2015,FALSE,101978
723,Abrego_2020_CV,ITS_S2F + ITS3 mixed 1:1/ITS4,24.95,60.1724,Europe,air,0,167338,167338,anthropogenic,5.6,633,NA_,2019,FALSE,120
725,Abrego_2020_CV,ITS_S2F + ITS3 mixed 1:1/ITS4,25.5972,62.2189,Europe,air,0,198494,198494,forest,3.6,640,NA_,2019,FALSE,14
771,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,973207,973207,forest,1.2,1179,NA_,2014,FALSE,13
772,Bissett_AAAA_2016,ITS1F/ITS4,148.783,-35.4238,Australia,soil,172772,13343,186115,forest,8.7,1283,5.7,2013,FALSE,1
809,Delgado_2021_TQ,ITS3/ITS4,-78.842,-2.936,South America,soil,0,1138461,1138461,forest,10.2,1079,4.8,2017,FALSE,317
812,Franzetti_2020_GF,ITS1F/ITS2,10.584,46.4057,Europe,soil,390741,0,390741,tundra,-1.5,960,6.67,2015,FALSE,206
856,Lagueux_2021_mCK,fITS7/ITS4,-106.623,34.3421,North America,root,0,1585015,1585015,grassland,14.2,308,7.94,2015,FALSE,6
888,Abrego_2020_CV,ITS_S2F + ITS3 mixed 1:1/ITS4,25.7346,62.1444,Europe,air,0,219599,219599,forest,3.7,673,NA_,2019,FALSE,74
893,Nakayama_2019_3780,ITS1F_KYO2/ITS2_KYO2,144.659,43.3731,Asia,soil,28149,0,28149,forest,6.7,1082,5.16,2012,FALSE,191
895,Nakayama_2019_3780,ITS1F_KYO2/ITS2_KYO2,144.659,43.3731,Asia,soil,29002,0,29002,forest,6.7,1082,5.35,2012,FALSE,80
920,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,289801,289801,forest,1.2,1179,NA_,2014,FALSE,6
940,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,298713,298713,forest,1.2,1179,NA_,2014,FALSE,7
964,Polackova_2016_KRTINY,gITS7/ITS4,16.7177,49.279,Europe,litter,0,64177,64177,forest,8,642,5.96,2013,FALSE,6
975,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,799027,799027,forest,1.2,1179,NA_,2017,FALSE,12
998,Odriozola_2021_QY,gITS7/ITS4,13.4972,49.0908,Europe,litter,0,32306,32306,forest,6.7,876,3.79,2016,FALSE,2
1010,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,907779,907779,forest,1.2,1179,NA_,2017,FALSE,6
1021,Glassman_2017_E29A,ITS1F/ITS2,-119.269,37.9176,North America,soil,42644,0,42644,forest,1.5,741,4,2013,FALSE,1
1023,Odriozola_2020_GA,gITS7/ITS4,16.7452,49.2871,Europe,soil,0,9906,9906,forest,8.2,581,5.01,2014,FALSE,2
1027,Ji_2022_TY,ITS3/ITS4,122.054,51.8414,Asia,soil,0,62390,62390,forest,-5,535,4.23,2021,FALSE,4
1036,Franzetti_2020_GF,ITS1F/ITS2,10.5822,46.4063,Europe,soil,228815,0,228815,tundra,-1.3,927,4.72,2015,FALSE,50
1037,Franzetti_2020_GF,ITS1F/ITS2,10.5843,46.4061,Europe,soil,1020932,0,1020932,tundra,-1.5,960,4.29,2015,FALSE,511
1049,Merges_2018_DD53,ITS3_KYO2/ITS4_KYO3,9.90224,46.8006,Europe,soil,0,36286,36286,forest,1.2,1118,3.81,2015,FALSE,2
1076,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,21538,21538,forest,1.6,512,4.98,2017,FALSE,26
1099,Liu_2020_add,gITS7/ITS4,108.883,18.7167,Asia,soil,0,76662,76662,forest,19.4,1717,4.7,2014,FALSE,1
1131,Bissett_AAAA_2016,ITS1F/ITS4,148.908,-35.5906,Australia,soil,224018,23099,247117,woodland,10.9,710,6.4,2013,FALSE,1
1141,Bissett_AAAA_2016,ITS1F/ITS4,148.797,-35.4239,Australia,soil,153361,41360,194721,forest,9.2,1221,5.7,2013,FALSE,547
1144,Hartmann_2012_B1A3,ITS3/ITS4,-126.309,54.6114,North America,soil,0,368490,368490,forest,2.4,594,NA_,NA_,FALSE,1051
1192,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,2260856,2260856,forest,1.2,1179,NA_,2014,FALSE,8
1201,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,1064918,1064918,forest,1.2,1179,NA_,2017,FALSE,21
1224,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,445531,445531,forest,1.2,1179,NA_,2017,FALSE,21
1256,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,2365308,2365308,forest,1.2,1179,NA_,2017,FALSE,9
1264,Delgado_2021_TQ,ITS3/ITS4,-78.8339,-2.936,South America,soil,0,938579,938579,forest,10.2,1124,4.9,2017,FALSE,22
1329,Liu_2019_A7FB,ITS1F/ITS2,127.461,50.2533,Asia,soil,36928,0,36928,cropland,0.9,527,4.61,2015,FALSE,2
1334,Liu_2020_M,ITS1F/ITS2,127.461,50.2533,Asia,soil,36928,0,36928,cropland,0.9,527,4.69,2015,FALSE,2
1349,Liu_2020_M,ITS1F/ITS2,127.461,50.2533,Asia,soil,31916,0,31916,cropland,0.9,527,4.61,2015,FALSE,1
1364,Farrer_2019_50DE,ITS1F/ITS2,-105.624,40.0579,North America,soil,38086,0,38086,tundra,-2.2,603,5.27,2015,FALSE,17
1379,Cai_2020_addG,ITS1F/ITS2,99,27.58,Asia,soil,82115,0,82115,cropland,11,760,5.33,2017,FALSE,1
1389,Sun_2021_PK,gITS7ngs/ITS4ngsUni,101.02,24.53,Asia,topsoil,0,1608902,1608902,forest,12.9,1557,NA_,2017,FALSE,1
1427,Farrer_2019_50DE,ITS1F/ITS2,-105.642,40.0524,North America,soil,41707,0,41707,tundra,-3.7,757,5.18,2015,FALSE,12
1439,Farrer_2019_50DE,ITS1F/ITS2,-105.644,40.0511,North America,soil,25985,0,25985,tundra,-3.7,757,5.1,2015,FALSE,4
1508,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,622237,622237,forest,1.2,1179,NA_,2017,FALSE,10
1563,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,850918,850918,forest,1.2,1179,NA_,2014,FALSE,7
1566,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,557958,557958,forest,1.2,1179,NA_,2014,FALSE,1
1641,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,1045211,1045211,forest,1.2,1179,NA_,2014,FALSE,5
1656,Sukdeo_2018_1DF4,ITS86F/ITS4,-123.267,54.3333,North America,soil,0,467317,467317,forest,3.6,670,5,2015,FALSE,3
1850,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,589143,589143,forest,1.2,1179,NA_,2014,FALSE,3
1863,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,2107446,2107446,forest,1.2,1179,NA_,2014,FALSE,7
1871,Benucci_2020_1AF,ITS1F/ITS4,172.908,-40.9365,Australia,root,841828,144922,986750,forest,8.6,2436,NA_,2014,FALSE,180
1874,George_2019_9BEA,ITS5/5.8S_fungi,-3.82956,52.179,Europe,soil,40650,0,40650,shrubland,8,1661,3.85,2013 to 2014,FALSE,2
1940,Kovalchuk_2018_EDF8,gITS7/ITS4,25.2214,60.7475,Europe,shoot,0,184599,184599,forest,4.8,621,NA_,2016,FALSE,1
1947,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,1131995,1131995,forest,1.2,1179,NA_,2017,FALSE,74
1958,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,977378,977378,forest,1.2,1179,NA_,2014,FALSE,83
1970,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,2084527,2084527,forest,1.2,1179,NA_,2014,FALSE,31
1973,Bissett_AAAA_2016,ITS1F/ITS4,148.797,-35.4239,Australia,soil,42543,34849,77392,forest,9.2,1221,5.5,2013,FALSE,127
1975,Bissett_AAAA_2016,ITS1F/ITS4,146.895,-42.2733,Australia,soil,95938,6593,102531,grassland,9.4,801,5.1,2014,FALSE,363
2000,Franzetti_2020_GF,ITS1F/ITS2,10.5841,46.4072,Europe,soil,427604,0,427604,tundra,-1.5,960,4.61,2015,FALSE,17
2005,Abrego_2020_CV,ITS_S2F + ITS3 mixed 1:1/ITS4,25.7346,62.1444,Europe,air,0,148042,148042,forest,3.7,673,NA_,2019,FALSE,353
2034,Schutte_2019_CC10,gITS7/NLC2mod,-148.28,64.71,North America,soil,0,283103,283103,forest,-0.9,332,NA_,2012,FALSE,2
2047,Corrales_2021_JD,ITS1F/ITS2,111.533,23.2751,Asia,root,209201,0,209201,forest,22.1,1554,NA_,2017,FALSE,2
2049,UOBC_2016_5CA6,ITS3/ITS4,-120.35,50.88,North America,soil,0,7283,7283,forest,5.5,412,NA_,2010,FALSE,1
2111,Benucci_2020_1AF,ITS1F/ITS4,172.908,-40.9365,Australia,root,1044866,209912,1254778,forest,8.6,2436,NA_,2014,FALSE,3
2113,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.82,58.4639,Europe,soil,4806,4671,9477,forest,5.6,604,NA_,2016,FALSE,1
2149,George_2019_9BEA,ITS5/5.8S_fungi,-3.10295,52.3679,Europe,soil,301526,0,301526,grassland,9.1,815,5.2,2013 to 2014,FALSE,1
2212,Nkuekam_2018_1C32,ITS1F/ITS4,30.5436,-25.5169,Africa,soil,27052,0,27052,grassland,15.6,1037,8.09,2016,FALSE,1
2217,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.167,27.167,Asia,topsoil,0,69614,69614,forest,0.8,1063,NA_,2015,FALSE,14
2244,UOBC_2016_5CA6,ITS3/ITS4,-120.78,39.26,North America,soil,0,15560,15560,forest,10.8,1613,4.23,2011,FALSE,362
2256,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,1610119,1610119,forest,1.2,1179,NA_,2014,FALSE,5
2299,Farrer_2019_50DE,ITS1F/ITS2,-105.624,40.0573,North America,soil,23907,0,23907,tundra,-2.2,603,5.32,2015,FALSE,81
2352,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,22.3148,58.2108,Europe,soil,4539,3688,8227,forest,7,568,NA_,2013,FALSE,41
2360,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,1212581,1212581,forest,1.2,1179,NA_,2014,FALSE,4
2383,Castano_2019_1632,fITS7/ITS4,38.6189,7.08389,Africa,soil,0,85399,85399,cropland,19,918,5.09,2015,FALSE,1
2389,Egidi_AD_2019,fITS7/ITS4,-96.81,40.87,North America,soil,0,1870615,1870615,grassland,11,765,7.2,2003 to 2015,FALSE,20
2420,Bissett_AAAA_2016,ITS1F/ITS4,148.797,-35.4232,Australia,soil,484053,119347,603400,forest,9.2,1221,5.5,2013,FALSE,1
2426,Farrer_2019_50DE,ITS1F/ITS2,-105.627,40.0572,North America,soil,17339,0,17339,tundra,-2.8,672,5.38,2015,FALSE,1
2427,Glassman_2017_E29A,ITS1F/ITS2,-119.268,37.917,North America,soil,46840,0,46840,forest,1.5,741,4.4,2012,FALSE,2
2442,Sukdeo_2018_1DF4,ITS86F/ITS4,-123.267,54.3333,North America,soil,0,258100,258100,forest,3.6,670,4.46,2015,FALSE,2
2443,Sukdeo_2018_1DF4,ITS86F/ITS4,-123.267,54.3333,North America,soil,0,356445,356445,forest,3.6,670,4.45,2014,FALSE,1
2456,UOBC_2016_5CA6,ITS3/ITS4,-126.31,52.32,North America,soil,0,8192,8192,forest,-1.9,1253,4.94,2008,FALSE,85
2475,Abrego_2020_CV,ITS_S2F + ITS3 mixed 1:1/ITS4,25.759,62.1538,Europe,air,0,178052,178052,anthropogenic,4,598,NA_,2019,FALSE,79
2476,Mikryukov_2021_SP,fITS7/ITS4,59.827,56.85,Asia,deadwood,0,43108,43108,forest,1.7,519,4.435,2017,FALSE,6
2482,Sun_2021_PK,gITS7ngs/ITS4ngsUni,101.02,24.53,Asia,topsoil,0,1028561,1028561,forest,12.9,1557,NA_,2014,FALSE,1
2505,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,900105,900105,forest,1.2,1179,NA_,2017,FALSE,15
2506,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.706,58.379,Europe,soil,1749,1965,3714,anthropogenic,5.6,620,NA_,2013,FALSE,1
2525,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,1216473,1216473,forest,1.2,1179,NA_,2017,FALSE,15
2540,Farrer_2019_50DE,ITS1F/ITS2,-105.644,40.0515,North America,soil,36638,0,36638,tundra,-3.7,757,4.26,2015,FALSE,20
2550,ArraianoCastilho_2020_BA,fITS7/ITS4,8.37669,46.5702,Europe,soil,1,85419,85420,woodland,2.7,1545,NA_,2017,FALSE,14
2556,Sun_2021_PK,gITS7ngs/ITS4ngsUni,101.02,24.53,Asia,topsoil,0,568348,568348,forest,12.9,1557,NA_,2014,FALSE,2
2570,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,932390,932390,forest,1.2,1179,NA_,2017,FALSE,1
2593,Yang_2020_addH,ITS3/ITS4,121.793,51.0127,Asia,soil,0,28173,28173,forest,-2.7,436,4.56,2017,FALSE,1
2612,Abrego_2020_CV,ITS_S2F + ITS3 mixed 1:1/ITS4,25.7441,62.2303,Europe,air,0,102650,102650,anthropogenic,3.9,574,NA_,2019,FALSE,2
2617,Abrego_2020_CV,ITS_S2F + ITS3 mixed 1:1/ITS4,25.7441,62.2303,Europe,air,0,112494,112494,anthropogenic,3.9,574,NA_,2019,FALSE,85
2618,Abrego_2020_CV,ITS_S2F + ITS3 mixed 1:1/ITS4,25.759,62.1538,Europe,air,0,86866,86866,anthropogenic,4,598,NA_,2019,FALSE,19
2641,Abrego_2020_CV,ITS_S2F + ITS3 mixed 1:1/ITS4,23.7489,61.5036,Europe,air,0,139517,139517,anthropogenic,4.3,632,NA_,2019,FALSE,14
2644,Bissett_AAAA_2016,ITS1F/ITS4,115.116,-30.1067,Australia,soil,476597,108779,585376,shrubland,19.4,635,6.4,2013,FALSE,1
2688,Yang_2019_D4B1,ITS1F/ITS2,110.424,31.68,Asia,soil,93313,0,93313,forest,9.2,1016,7.74,2015,FALSE,6
2710,Woo_2018_BY,ITS1F/ITS2,126.955,37.4653,Asia,dust,82346,0,82346,anthropogenic,12,1383,NA_,2015,FALSE,1
2735,Montagna_2018_E316,ITS1F/ITS4,9.63852,46.0951,Europe,soil,273211,62947,336158,grassland,2.9,1812,3.8,2014,FALSE,187
2759,Froeslev_2019_CA74,gITS7/ITS4,10.0572,57.5903,Europe,soil,0,18382,18382,shrubland,8.4,656,6.804052456,2014,FALSE,3
2833,Cai_2020_addG,ITS1F/ITS2,99.49,26.52,Asia,soil,66917,0,66917,cropland,7.3,1394,6.39,2017,FALSE,1
2882,Franzetti_2020_GF,ITS1F/ITS2,10.5849,46.4048,Europe,soil,803802,0,803802,tundra,-1.5,960,6.44,2015,FALSE,41
3028,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,1020051,1020051,forest,1.2,1179,NA_,2014,FALSE,24
3035,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.3847,58.641,Europe,soil,4513,3608,8121,forest,5.5,631,NA_,2020,FALSE,26
3068,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,542069,542069,forest,1.2,1179,NA_,2014,FALSE,1
3100,Clemmensen_2015_B0AE,fITS9/ITS4,17.8711,65.9451,Europe,litter,0,5699,5699,forest,1,549,NA_,2009,FALSE,13
3101,Woo_2018_BY,ITS1F/ITS2,126.955,37.4653,Asia,air,71276,0,71276,anthropogenic,12,1383,NA_,2015,FALSE,8
3113,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,1194456,1194456,forest,1.2,1179,NA_,2014,FALSE,11
3165,Odriozola_2021_QY,gITS7/ITS4,13.8846,48.7622,Europe,soil,0,8404,8404,forest,5.4,958,4.17,2016,FALSE,1
3168,Kovalchuk_2018_EDF8,gITS7/ITS4,25.2594,60.7542,Europe,root,0,158503,158503,forest,4.7,635,NA_,2016,FALSE,4
3193,Franzetti_2020_GF,ITS1F/ITS2,10.5847,46.4055,Europe,soil,183034,0,183034,tundra,-1.5,960,5.84,2015,FALSE,10
3215,Franzetti_2020_GF,ITS1F/ITS2,10.5845,46.4056,Europe,soil,583776,0,583776,tundra,-1.5,960,6.2,2015,FALSE,95284
3251,Bissett_AAAA_2016,ITS1F/ITS4,116.172,-32.5227,Australia,soil,19864,38603,58467,forest,16.7,1015,6.2,2016,FALSE,2
3252,Bissett_AAAA_2016,ITS1F/ITS4,116.172,-32.5227,Australia,soil,0,55210,55210,forest,16.7,1015,6.2,2016,FALSE,2
3269,Odriozola_2020_GA,gITS7/ITS4,16.7349,49.2877,Europe,rhizosphere soil,0,11336,11336,forest,8.2,583,4.89,2014,FALSE,9
3279,Bissett_AAAA_2016,ITS1F/ITS4,148.797,-35.4235,Australia,soil,153171,63240,216411,forest,9.2,1221,5.6,2013,FALSE,1937
3280,Kovalchuk_2018_EDF8,gITS7/ITS4,25.2214,60.7475,Europe,root,0,117600,117600,forest,4.8,621,NA_,2016,FALSE,4
3290,Sukdeo_2018_1DF4,ITS86F/ITS4,-123.267,54.3333,North America,soil,0,439091,439091,forest,3.6,670,5.08,2015,FALSE,10
3291,Montagna_2018_E316,ITS1F/ITS4,9.63818,46.0945,Europe,soil,665035,80896,745931,grassland,2.9,1812,4.2,2014,FALSE,1
3299,van_der_Wal_2017_3070,fITS9/ITS4,5.63,52.25,Europe,soil,0,9866,9866,forest,9.9,915,4,2016,FALSE,8
3300,Cai_2020_addG,ITS1F/ITS2,99,27.58,Asia,soil,92923,0,92923,cropland,11,760,5.81,2017,FALSE,1
3320,Abrego_2020_CV,ITS_S2F + ITS3 mixed 1:1/ITS4,25.7346,62.1444,Europe,air,0,172149,172149,forest,3.7,673,NA_,2019,FALSE,27
3380,Duan_2018_DJ,ITS1F/ITS4,-76.6707,34.7181,North America,water,534898,0,534898,aquatic,18.8,1397,7.9,2011,FALSE,20
3478,Bissett_AAAA_2016,ITS1F/ITS4,148.798,-35.4239,Australia,soil,79138,16124,95262,forest,9.2,1221,5.3,2013,FALSE,91
3504,Bissett_AAAA_2016,ITS1F/ITS4,146.61,-42.6831,Australia,soil,39232,5984,45216,grassland,6.1,1205,4.8,2013,FALSE,29
3516,Franzetti_2020_GF,ITS1F/ITS2,10.5832,46.4049,Europe,soil,43395,0,43395,tundra,-1.5,960,4.28,2015,FALSE,1
3527,Woo_2018_BY,ITS1F/ITS2,126.955,37.4653,Asia,air,101933,0,101933,anthropogenic,12,1383,NA_,2015,FALSE,89
3578,Bissett_AAAA_2016,ITS1F/ITS4,138.674,-34.7425,Australia,soil,75637,7047,82684,woodland,16.2,522,6.9,2016,FALSE,23
3601,Mikryukov_2021_SP,fITS7/ITS4,59.425,56.801,Asia,litter,0,64883,64883,forest,1.7,556,5.8,2017,FALSE,4
3662,Sun_2021_PK,gITS7ngs/ITS4ngsUni,100.17,27.12,Asia,topsoil,0,850576,850576,forest,1.2,1179,NA_,2014,FALSE,1
3702,Delgado_2021_TQ,ITS3/ITS4,-78.855,-2.959,South America,soil,0,1192552,1192552,forest,10.3,1103,4.6,2017,FALSE,314
3717,Merges_2018_DD53,ITS3_KYO2/ITS4_KYO3,9.85318,46.7344,Europe,soil,0,111282,111282,forest,0.8,1044,3.87,2015,FALSE,2
3718,Merges_2018_DD53,ITS3_KYO2/ITS4_KYO3,9.85072,46.7329,Europe,soil,0,65647,65647,forest,1.7,930,3,2015,FALSE,2
3766,Bissett_AAAA_2016,ITS1F/ITS4,148.796,-35.4226,Australia,soil,93079,11203,104282,forest,9.2,1221,5.4,2013,FALSE,1
3821,Odriozola_2020_GA,gITS7/ITS4,16.7588,49.3326,Europe,soil,0,16052,16052,forest,7.9,634,4.33,2014,FALSE,4042
3825,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.475,57.7605,Europe,soil,7007,6135,13142,forest,5.5,614,NA_,2015,FALSE,23
3826,Odriozola_2020_GA,gITS7/ITS4,16.7739,49.3186,Europe,rhizosphere soil,0,8317,8317,forest,7.6,659,5.05,2014,FALSE,1
3829,Mikryukov_2021_SP,fITS7/ITS4,59.827,56.85,Asia,litter,0,57049,57049,forest,1.7,519,5.005,2017,FALSE,2
3833,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,63627,63627,forest,1.6,512,4.825,2017,FALSE,8
3834,Mikryukov_2021_SP,fITS7/ITS4,59.827,56.85,Asia,litter,0,79504,79504,forest,1.7,519,4.98,2017,FALSE,3
3835,Anslan_2018_AB3E,gITS7/ITS4ngs,26.556,58.3698,Europe,topsoil,0,80495,80495,forest,5.7,619,NA_,2014,FALSE,1
3839,Odriozola_2020_GA,gITS7/ITS4,16.7588,49.3326,Europe,rhizosphere soil,0,23242,23242,forest,7.9,634,4.33,2014,FALSE,1385
3845,Mikryukov_2021_SP,fITS7/ITS4,59.827,56.85,Asia,litter,0,39592,39592,forest,1.7,519,4.98,2017,FALSE,3
3846,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,65239,65239,forest,1.6,512,4.825,2017,FALSE,1
3848,Merges_2018_DD53,ITS3_KYO2/ITS4_KYO3,9.90225,46.8008,Europe,soil,0,8275,8275,forest,1.2,1118,3.43,2015,FALSE,1
3853,Mikryukov_2021_SP,fITS7/ITS4,59.425,56.801,Asia,litter,0,24272,24272,forest,1.7,556,5.645,2017,FALSE,1
3857,Mikryukov_2021_SP,fITS7/ITS4,59.827,56.85,Asia,litter,0,18067,18067,forest,1.7,519,4.98,2017,FALSE,5
3859,Merges_2018_DD53,ITS3_KYO2/ITS4_KYO3,9.9119,46.8028,Europe,soil,0,33259,33259,forest,0.2,1220,4.64,2015,FALSE,5
3864,Odriozola_2020_GA,gITS7/ITS4,16.7774,49.3108,Europe,root,0,10881,10881,forest,7.6,658,NA_,2014,FALSE,9
3871,Odriozola_2020_GA,gITS7/ITS4,16.6796,49.2417,Europe,soil,0,8592,8592,forest,9.4,494,5.33,2014,FALSE,3
3880,Odriozola_2020_GA,gITS7/ITS4,16.7588,49.3326,Europe,root,0,13189,13189,forest,7.9,634,NA_,2014,FALSE,379
3884,Dahl_2019_TG,gITS7/ITS4,11.06,47.44,Europe,soil,0,66672,66672,forest,2.3,1377,NA_,2016,FALSE,1
